warehouse_id,warehouse_name,region,city,warehouse_type,warehouse_capacity,monthly_demand_avg,monthly_demand_std,monthly_supply_avg,current_inventory_avg,current_inventory_std,safety_stock_avg,lead_time_days_avg,lead_time_variability_avg,fulfillment_rate_avg,stockout_incidents_avg,stockout_incidents_sum,overstock_quantity_avg,capacity_utilization_avg,inventory_turnover_avg,supplier_reliability_avg,transit_delay_days_avg,sku_count,regional_consumption_momentum_avg,demand_to_supply_ratio_avg,cluster_id,pca_x,pca_y,cluster_name
WH-18,Facility West-3 — Pune Auto Corridor,West,Pune,Regional DC,120000,58256.80458333334,12027.089203343528,57602.651666666665,54779.35375,7837.617267066302,9194.8675,17.183333333333334,2.7458333333333336,0.972875,0.0,0,6187.155833333333,0.45658333333333334,13.148333333333333,0.864375,0.9708333333333333,622,0.13970833333333332,1.0113562986727087,0,-0.665,0.41,Cluster 0 — Balanced Operational Flow
WH-19,Depot West-4 — Chakan Industrial DC,West,Pune,Regional DC,85000,43628.035833333335,8887.719457741734,43003.17083333333,27155.015416666665,5060.9262117487015,6583.93,7.983333333333333,2.6954166666666666,0.9725,0.0,0,3242.42375,0.3195,18.904166666666665,0.8800833333333333,0.8833333333333333,644,0.143125,1.014530672689737,0,-0.486,-0.254,Cluster 0 — Balanced Operational Flow
WH-20,Hub West-5 — Ahmedabad Sanand Park,West,Ahmedabad,Mega Hub,175000,85036.50749999999,14706.428955990421,84582.32041666667,80739.38291666667,6668.627913500442,14796.027499999998,17.970833333333335,3.0216666666666665,0.9709166666666667,0.0,0,5239.4487500000005,0.46137500000000004,12.777916666666668,0.9269583333333333,1.0958333333333334,1121,0.137375,1.0053697638122947,0,-0.785,1.625,Cluster 0 — Balanced Operational Flow
WH-21,Depot West-6 — Surat Textile DC,West,Surat,Regional DC,92000,48772.55541666667,7776.453750238592,48871.98541666666,47852.893749999996,3208.3390858102107,6275.828333333334,13.083333333333334,2.205833333333333,0.9738333333333333,0.0,0,10853.065416666666,0.5201666666666667,12.19625,0.8712083333333333,1.1083333333333334,400,0.14408333333333334,0.9979655011116843,0,-0.985,-0.071,Cluster 0 — Balanced Operational Flow
WH-22,Facility West-7 — Vadodara Depot,West,Vadodara,Regional DC,76000,36485.43541666667,6510.38229439247,42448.090000000004,135009.69416666668,41535.16724685135,3307.0616666666665,11.125,1.5304166666666665,0.9784583333333333,0.0,0,110948.10640625,1.7764166666666668,3.472916666666667,0.9006666666666666,0.5708333333333333,320,0.150625,0.8595306742109401,2,-3.074,-0.049,Cluster 2 — Chronic Overstock Buffers
WH-23,Depot West-8 — Rajkot Saurashtra,West,Rajkot,Urban Depot,42000,21329.64,5055.280956694001,24793.537500000002,72717.98375,24943.996361486123,3378.132916666667,9.520833333333334,2.827083333333333,0.9729583333333333,0.0,0,57518.27708333333,1.7313749999999999,3.807916666666667,0.906125,1.1958333333333333,160,0.14041666666666666,0.8602903075045261,2,-2.502,-0.734,Cluster 2 — Chronic Overstock Buffers
WH-24,Depot West-9 — Nashik Agri Hub,West,Nashik,Urban Depot,48000,22720.83875,4505.693082462513,15106.67875,523.0008333333334,1466.9187852713196,7548.9325,8.058333333333334,6.05875,0.70425,6.833333333333333,164,0.0,0.010958333333333334,25.0,0.8258333333333333,2.216666666666667,258,0.17229166666666665,1.5040260752218617,1,2.783,-0.869,Cluster 1 — High-Velocity Shortage Risk
WH-25,Facility West-10 — Aurangabad Center,West,Aurangabad,Urban Depot,45000,17402.32875,3351.0036148129816,11051.220833333333,1026.22125,2734.2416156751165,5537.927500000001,9.25,5.754166666666666,0.6877083333333333,6.625,159,0.0,0.022750000000000003,24.47083333333333,0.7745833333333333,1.5374999999999999,247,0.14004166666666665,1.5746974033411845,1,2.999,-1.18,Cluster 1 — High-Velocity Shortage Risk
WH-26,Depot West-11 — Kolhapur Transit,West,Kolhapur,Urban Depot,38000,15005.562083333332,3540.166875870192,17366.51916666667,56814.66416666666,15909.446006861815,1728.9379166666668,6.995833333333334,2.0454166666666667,0.97775,0.0,0,48993.76125,1.4950416666666666,3.32375,0.8958750000000001,0.5499999999999999,272,0.14629166666666668,0.8640512205885816,2,-2.484,-1.097,Cluster 2 — Chronic Overstock Buffers
WH-27,Depot West-12 — Goa Coastal DC,West,Panaji,Urban Depot,34000,16797.445833333335,2873.4263636185983,16828.097083333334,16279.638333333334,1519.46068531673,3366.9449999999997,6.029166666666666,3.6154166666666665,0.9718749999999999,0.0,0,4495.645416666667,0.4788333333333334,12.452916666666667,0.9225,1.175,319,0.13920833333333335,0.9981785670805075,0,-1.001,-1.273,Cluster 0 — Balanced Operational Flow
WH-28,Hub West-13 — Thane Express Depot,West,Thane,Regional DC,88000,38856.01458333333,6225.0786998035355,46248.87875,148537.59375,50550.10607096674,4544.329583333333,16.591666666666665,2.00125,0.9761666666666667,0.0,0,109338.6021875,1.6879583333333334,3.4637499999999997,0.9162916666666666,0.8875000000000001,337,0.15366666666666667,0.8401504130158686,2,-3.005,0.096,Cluster 2 — Chronic Overstock Buffers
WH-29,Hub South-1 — Bengaluru Electronic City,South,Bengaluru,Mega Hub,215875,116716.55994791667,9473.171653125164,121880.72614583332,270925.78984375,34532.505337497896,11972.528333333334,24.508333333333336,1.4283333333333335,0.9772916666666666,0.0,0,139952.8944791667,1.7227916666666667,4.178333333333334,0.9219166666666667,0.5333333333333333,1098,0.15925,0.9576293450062187,2,-2.999,3.008,Cluster 2 — Chronic Overstock Buffers
WH-30,Depot South-2 — Hosur Road Corridor,South,Bengaluru,Regional DC,130000,69656.185,13502.723966174222,44008.72875,1305.1045833333335,4269.110116541426,18904.587499999998,7.6875,4.89875,0.668625,6.625,159,0.0,0.01,25.0,0.78925,1.4770833333333335,542,0.16304166666666667,1.582781120438522,1,3.264,1.491,Cluster 1 — High-Velocity Shortage Risk
WH-31,Facility South-3 — Whitefield Urban DC,South,Bengaluru,Urban Depot,52000,23255.021666666667,4267.013092946833,15466.520416666666,378.3283333333333,1095.896730542843,7358.345833333333,9.004166666666666,5.726666666666667,0.6945,6.208333333333333,149,0.0,0.007291666666666666,25.0,0.8061250000000001,1.9770833333333335,272,0.15908333333333333,1.5035716528461787,1,2.778,-0.859,Cluster 1 — High-Velocity Shortage Risk
WH-32,Hub South-4 — Chennai Port Mega Hub,South,Chennai,Mega Hub,210000,105487.84114583333,14598.053032639913,105638.42520833334,117967.91208333334,7249.373402483451,14946.798333333334,24.15416666666667,2.3575,0.9759583333333333,0.0,0,5698.6779166666665,0.5617916666666667,11.055833333333332,0.9017083333333334,1.0458333333333334,974,0.16025,0.9985745332514846,0,-0.927,2.213,Cluster 0 — Balanced Operational Flow
WH-33,Depot South-5 — Sriperumbudur Terminal,South,Chennai,Regional DC,98000,43026.21583333333,7056.443642098498,42658.17875,44056.32958333333,3017.594479319836,8985.890833333333,17.5625,3.7408333333333332,0.9714166666666667,0.0,0,1865.0204166666665,0.4495833333333334,11.825000000000001,0.9358749999999999,1.4583333333333333,397,0.17025,1.0086275854740594,0,-0.874,-0.071,Cluster 0 — Balanced Operational Flow
WH-34,Depot South-6 — Coimbatore Industrial Hub,South,Coimbatore,Regional DC,75000,35128.097083333334,7465.240121557274,23164.032916666667,1251.4766666666667,3619.42975233208,11823.720000000001,13.008333333333333,6.080416666666667,0.7030833333333333,6.541666666666667,157,0.0,0.01675,24.673333333333332,0.80625,1.8208333333333335,530,0.16566666666666666,1.5164931430423951,1,2.977,-0.132,Cluster 1 — High-Velocity Shortage Risk
WH-35,Facility South-7 — Madurai South Gateway,South,Madurai,Urban Depot,44000,20035.287083333333,3888.113296277659,23295.932083333333,69017.56999999999,22884.92903723645,2316.3241666666668,12.266666666666666,1.9925,0.9735416666666666,0.0,0,55022.21208333334,1.5685833333333334,3.79625,0.9668749999999999,0.9458333333333333,144,0.16679166666666667,0.8600337179754756,2,-2.868,-0.88,Cluster 2 — Chronic Overstock Buffers
WH-36,Hub South-8 — Hyderabad Shamshabad DC,South,Hyderabad,Mega Hub,190000,101416.82911458334,15667.655317249642,113056.0540625,261335.83916666664,45221.48956772791,11519.484583333333,25.916666666666668,1.8379166666666666,0.97425,0.0,0,137220.68156250002,1.9472083333333332,3.807916666666667,0.9557916666666667,0.9208333333333334,864,0.14591666666666667,0.897049078490903,2,-3.267,2.559,Cluster 2 — Chronic Overstock Buffers
WH-37,Depot South-9 — Secunderabad Express,South,Hyderabad,Regional DC,82000,42410.20083333333,7863.893892637423,42468.808750000004,42038.70125,3674.5150900969984,9240.375833333334,9.804166666666667,3.91625,0.9708749999999999,0.0,0,6209.3475,0.5127083333333333,12.167916666666665,0.9329166666666667,0.9833333333333334,426,0.143375,0.9986199773812428,0,-0.876,-0.041,Cluster 0 — Balanced Operational Flow
WH-38,Facility South-10 — Vijayawada River Hub,South,Vijayawada,Regional DC,65000,28118.74,4805.28456161864,18714.917083333334,775.3333333333334,1595.978772656771,13350.964583333334,17.425,8.622916666666667,0.704125,7.208333333333333,173,0.0,0.011874999999999998,25.0,0.7885833333333334,2.379166666666667,546,0.17470833333333333,1.502477402106221,1,3.582,-0.253,Cluster 1 — High-Velocity Shortage Risk
WH-39,Depot South-11 — Visakhapatnam Port DC,South,Visakhapatnam,Regional DC,72000,35862.09333333333,7228.58006264004,35856.55333333334,37012.95208333333,2266.799310987954,8587.297083333333,11.341666666666667,4.2908333333333335,0.9765833333333332,0.0,0,4760.231666666667,0.5142083333333334,11.716666666666667,0.9185,1.5520833333333333,580,0.150625,1.0001545045322258,0,-0.786,-0.291,Cluster 0 — Balanced Operational Flow
WH-40,Depot South-12 — Kochi Maritime Terminal,South,Kochi,Regional DC,68000,36415.78083333333,6751.708801585565,42328.347499999996,125528.45791666668,39709.168907568324,5654.608749999999,12.825000000000001,2.7308333333333334,0.975625,0.0,0,95462.33161458334,1.8460416666666666,3.76125,0.9428333333333333,0.9666666666666667,504,0.17504166666666665,0.8603166195735218,2,-2.933,0.065,Cluster 2 — Chronic Overstock Buffers
WH-41,Facility South-13 — Kozhikode Depot,South,Kozhikode,Urban Depot,38000,18560.21416666667,2534.2048047171415,11774.775416666665,648.0191666666666,1781.8278858176895,5419.102916666667,6.7,5.284583333333333,0.6790833333333333,6.625,159,0.0,0.016958333333333332,24.889166666666668,0.7975416666666667,1.8645833333333333,184,0.165875,1.5762690590595485,1,2.855,-1.149,Cluster 1 — High-Velocity Shortage Risk
WH-42,Depot South-14 — Mysuru Heritage DC,South,Mysuru,Urban Depot,40000,17412.096666666668,2964.668914345084,10333.7475,347.13374999999996,732.1606869771766,8076.88,8.770833333333334,8.407083333333334,0.6339583333333333,7.0,168,0.0,0.008708333333333334,25.0,0.7169166666666666,3.0208333333333335,171,0.1595,1.6849740780550975,1,4.108,-1.017,Cluster 1 — High-Velocity Shortage Risk
WH-43,Hub East-1 — Kolkata Dankuni Mega Hub,East,Kolkata,Mega Hub,205000,91015.33067708333,15829.825251138693,58918.32375,2022.8616666666667,6947.789582154994,25882.778958333332,23.004166666666666,5.178333333333334,0.6786666666666666,7.125,171,0.0,0.009791666666666667,25.0,0.7797916666666667,1.7833333333333332,911,0.07441666666666667,1.5447712169014878,1,3.543,2.708,Cluster 1 — High-Velocity Shortage Risk
WH-44,Depot East-2 — Howrah Freight Center,East,Kolkata,Regional DC,88000,38524.26625,7329.470697115033,44797.96083333334,136749.07041666665,41841.42062063116,5299.079166666666,14.458333333333334,2.3954166666666667,0.9765416666666668,0.0,0,103316.97359375,1.5539583333333333,3.622916666666667,0.9579583333333334,0.7875,516,0.07595833333333334,0.8599558000714801,2,-2.991,0.098,Cluster 2 — Chronic Overstock Buffers
WH-45,Facility East-3 — Siliguri North Corridor,East,Siliguri,Regional DC,64000,30647.59708333333,5466.730234013174,18408.66083333333,631.1341666666666,1166.0366025163923,15015.285000000002,12.441666666666668,8.8175,0.6389166666666667,7.458333333333333,179,0.0,0.009875,25.0,0.723375,3.579166666666667,408,0.059375000000000004,1.6648466371784332,1,4.366,-0.022,Cluster 1 — High-Velocity Shortage Risk
WH-46,Depot East-4 — Patna Ganga Terminal,East,Patna,Regional DC,82000,40262.706666666665,7853.469030263642,24601.639583333334,1454.3583333333333,4264.434816310635,16060.8975,9.304166666666667,7.169999999999999,0.654625,6.291666666666667,151,0.0,0.017833333333333333,24.79375,0.7570416666666667,2.625,463,0.09054166666666667,1.6365863149195594,1,3.76,0.383,Cluster 1 — High-Velocity Shortage Risk
WH-47,Depot East-5 — Ranchi Chotanagpur DC,East,Ranchi,Urban Depot,46000,20671.163333333334,3788.5622866219965,23930.41125,69777.585,21977.07683713211,3061.119166666667,11.508333333333333,2.61875,0.976,0.0,0,54207.067916666674,1.5169583333333332,3.85875,0.9214166666666667,1.16875,169,0.059458333333333335,0.8638030962937727,2,-2.497,-0.817,Cluster 2 — Chronic Overstock Buffers
WH-48,Facility East-6 — Jamshedpur Steel Hub,East,Jamshedpur,Urban Depot,45000,17612.33875,3356.0396845768823,10743.834583333333,664.2475,1815.7842864657925,4933.640833333334,10.225,5.06,0.6531666666666667,7.166666666666667,172,0.0,0.014666666666666666,24.83791666666667,0.7370416666666667,1.9770833333333335,188,0.0685,1.639297274487232,1,3.297,-1.205,Cluster 1 — High-Velocity Shortage Risk
WH-49,Depot East-7 — Bhubaneswar Gateway,East,Bhubaneswar,Regional DC,74000,37150.73625,6705.560571507419,23850.329583333336,1238.1845833333334,3261.6040173416122,14101.939583333333,12.645833333333334,6.805833333333333,0.6813750000000001,7.166666666666667,172,0.0,0.016791666666666667,24.85875,0.7798333333333334,1.7625,581,0.061,1.5576613363012402,1,3.47,0.118,Cluster 1 — High-Velocity Shortage Risk
WH-50,Depot East-8 — Cuttack Logistics Depot,East,Cuttack,Urban Depot,38000,15679.540416666669,3248.774370919485,15441.464999999998,15672.104583333334,1766.1721544775853,2658.4558333333334,8.775,3.064166666666667,0.9747916666666666,0.0,0,4670.62,0.41241666666666665,12.30625,0.85525,1.0666666666666667,199,0.05633333333333334,1.0154179293652947,0,-0.746,-1.35,Cluster 0 — Balanced Operational Flow
WH-51,Facility East-9 — Guwahati Northeast Hub,East,Guwahati,Regional DC,85000,38042.8725,7317.781543201433,22150.05125,965.0858333333334,2683.74403413511,15890.05375,14.858333333333334,7.620833333333334,0.6314166666666666,7.375,177,0.0,0.011333333333333334,25.0,0.7293333333333334,2.9166666666666665,642,0.06554166666666666,1.7175071998986908,1,4.246,0.295,Cluster 1 — High-Velocity Shortage Risk
WH-52,Depot East-10 — Durgapur Industrial Hub,East,Durgapur,Urban Depot,42000,18580.361666666668,3012.2061247338397,18290.4275,19810.717916666665,2325.9819111412553,3333.9679166666665,8.508333333333333,3.2095833333333332,0.97275,0.0,0,6530.780416666667,0.47170833333333334,11.556666666666667,0.9059166666666667,1.7583333333333335,335,0.06195833333333333,1.0158516889048474,0,-1.015,-1.205,Cluster 0 — Balanced Operational Flow
WH-53,Hub Central-1 — Nagpur MIHAN Multimodal,Central,Nagpur,Mega Hub,215875,115686.34286458335,10365.620903896812,122665.58541666665,277652.7780208333,26359.00914325493,12014.21,25.4875,1.4120833333333334,0.9741249999999999,0.0,0,145435.06192708336,2.0548333333333333,3.6604166666666664,0.891625,0.40833333333333327,843,0.10049999999999999,0.9431034994177345,2,-3.074,3.053,Cluster 2 — Chronic Overstock Buffers
WH-54,Depot Central-2 — Nagpur Wardha Road DC,Central,Nagpur,Regional DC,88000,35760.10708333333,7273.01358735959,22182.24208333333,1647.1270833333335,4373.500800775823,17401.656666666666,15.295833333333334,8.882083333333332,0.6745,6.875,165,0.0,0.018708333333333334,24.68541666666667,0.7601249999999999,2.9916666666666667,337,0.11925000000000001,1.6121051672320243,1,4.037,0.334,Cluster 1 — High-Velocity Shortage Risk
WH-55,Hub Central-3 — Indore Pithampur Park,Central,Indore,Regional DC,105000,55238.450833333336,10979.24126867684,55680.35833333334,42914.22125,5132.990214448114,13702.273333333333,9.4625,4.467083333333334,0.9764583333333333,0.0,0,641.3929166666666,0.4087083333333333,15.446666666666667,0.909875,2.0854166666666667,412,0.13058333333333333,0.9920634939639846,0,-0.346,0.667,Cluster 0 — Balanced Operational Flow
WH-56,Depot Central-4 — Bhopal Central DC,Central,Bhopal,Regional DC,72000,36629.67958333334,6486.979810852882,42038.53791666667,115175.21541666666,40922.20553187729,7142.7725,9.637500000000001,3.5141666666666667,0.9685416666666667,0.0,0,85683.36166666666,1.5996249999999999,4.244166666666667,0.9460416666666666,1.7562499999999999,412,0.11829166666666667,0.8713357171446982,2,-2.551,0.113,Cluster 2 — Chronic Overstock Buffers
WH-57,Facility Central-5 — Jabalpur Rail Terminal,Central,Jabalpur,Urban Depot,48000,19725.802916666667,3517.5079881562883,23021.99666666667,83212.50416666667,22658.516804333038,2310.835,6.545833333333333,2.0845833333333332,0.97775,0.0,0,73147.48041666667,1.7335416666666668,3.025,0.9425416666666666,0.5416666666666666,294,0.12483333333333334,0.8568241583158367,2,-2.973,-0.786,Cluster 2 — Chronic Overstock Buffers
WH-58,Depot Central-6 — Raipur Logistics Center,Central,Raipur,Regional DC,68000,33620.130833333336,5724.624590557591,34052.11083333333,34421.583333333336,3739.3307533064244,5743.732500000001,17.1875,3.0087499999999996,0.9745833333333334,0.0,0,2934.46875,0.50625,11.7725,0.9249166666666667,0.9958333333333332,341,0.11716666666666666,0.9873141491253126,0,-1.099,-0.59,Cluster 0 — Balanced Operational Flow
WH-59,Facility Central-7 — Bilaspur Transit Depot,Central,Bilaspur,Urban Depot,36000,14948.27625,2799.0449800039532,9285.232083333334,800.4549999999999,2106.513193531372,7355.884999999999,10.983333333333334,8.948333333333332,0.6771666666666666,7.291666666666667,175,0.0,0.022208333333333333,24.52916666666667,0.750125,3.1354166666666665,102,0.12275000000000001,1.60989796656043,1,3.816,-1.174,Cluster 1 — High-Velocity Shortage Risk
WH-60,Depot Central-8 — Gwalior Express Gateway,Central,Gwalior,Urban Depot,40000,18107.59125,3034.3595200410236,18043.759166666667,19431.840833333332,863.8260194341499,3980.76625,7.533333333333334,3.9616666666666664,0.9784999999999999,0.0,0,4962.762916666667,0.485875,11.207083333333335,0.8795000000000001,1.4625000000000001,257,0.12516666666666668,1.0035376266521698,0,-0.791,-1.183,Cluster 0 — Balanced Operational Flow
